Unnamed: 0,Rank,Name,Team,Position,Final PPG,Bye Week,ESPN ADP,VBD,Normalized VBD,Normalized ADP,Weighted Score
51,40,Tank Dell,HOU,WR17,13.92774627827049,14,59.0,4.463885642966456,0.9200984952073488,0.23293172690763053,0.8129773397268633
90,41,Cooper Kupp,LAR,WR18,10.427948195066207,6,46.0,0.9640875597621736,0.7731254485798663,0.18072289156626506,0.8054316104775743
119,42,Trey McBride,ARI,TE5,8.762804487016458,11,50.0,1.6128658041215882,0.8003707104184666,0.19678714859437751,0.8023602091094757
121,43,Evan Engram,JAX,TE6,8.696193229133758,12,57.0,1.5462545462388881,0.7975733891793665,0.2248995983935743,0.7818422978783078
46,44,Keenan Allen,CHI,WR19,14.25770102728806,7,72.0,4.793840391984027,0.9339548530769773,0.285140562248996,0.780588062348796
92,45,Zay Flowers,BAL,WR20,10.346804467277751,14,56.0,0.8829438319737175,0.7697178403109738,0.22088353413654618,0.7762968781977098
71,46,George Pickens,PIT,WR21,11.489701257086598,9,63.0,2.0258406217825637,0.8177134729690683,0.24899598393574296,0.7710168531357003
0,47,Dak Prescott,DAL,QB5,20.454051951673595,7,66.0,2.6902808340225057,0.84561645479061,0.26104417670682734,0.7709540127424037
39,48,James Conner,ARI,RB16,15.010811668101825,11,70.0,3.5794222064244696,0.8829556993063428,0.27710843373493976,0.770910806177445
59,49,David Montgomery,DET,RB17,13.43632263310548,5,65.0,2.0049331714281244,0.8168354704092774,0.2570281124497992,0.7651309624079238
177,50,Dalton Kincaid,BUF,TE7,6.661943022715514,12,54.0,-0.48799566017935625,0.7121456178245861,0.21285140562248997,0.7646477014116329
23,51,Joe Burrow,CIN,QB6,16.306889296652933,12,52.0,-1.4568818209981558,0.6714575131095941,0.20481927710843373,0.7580637599569746
103,52,Tee Higgins,CIN,WR22,9.629110614449402,12,61.0,0.16524997914536854,0.7395784866716281,0.24096385542168675,0.7531988472063077
169,53,Kyle Pitts,ATL,TE8,6.889357523691755,12,60.0,-0.26058115920311486,0.7216958265112383,0.23694779116465864,0.7506452941381103
3,54,Jordan Love,GB,QB7,19.84201701526793,10,71.0,2.078245897616842,0.8199142179450943,0.28112449799196787,0.7491871167891508
107,55,Calvin Ridley,TEN,WR23,9.478629160397862,5,62.0,0.014768525093828089,0.7332590598826862,0.24497991967871485,0.7484917741897055
91,56,Rhamondre Stevenson,NE,RB18,10.416869076695797,14,58.0,-1.0145203849815587,0.6900343585207276,0.2289156626506024,0.7467693437007966
36,57,Jaylen Warren,PIT,RB19,15.099755621380798,9,82.0,3.6683661597034423,0.8866908758741676,0.3253012048192771,0.7382964193887562
105,58,Amari Cooper,CLE,WR24,9.535723848098865,10,68.0,0.0718632127948311,0.7356567354051491,0.26907630522088355,0.7323436069669262
167,59,David Njoku,CLE,TE9,6.915540534992176,10,73.0,-0.2343981479026942,0.7227953747849437,0.2891566265060241,0.7144289738812661
104,60,Chris Godwin,TB,WR25,9.580654966807437,11,75.0,0.11679433150340301,0.7375436052324889,0.2971887550200803,0.7132309530556904
10,61,Kyler Murray,ARI,QB8,17.958668434678355,11,76.0,0.19489731702726587,0.7408235183761165,0.30120481927710846,0.7114036820188591
20,62,Nick Chubb,CLE,RB20,16.661106354772873,10,102.0,5.229716893095517,0.9522593654513113,0.40562248995983935,0.7017420666635058
48,63,Raheem Mostert,MIA,RB21,14.052205203327308,6,91.0,2.6208157416499525,0.842699287566235,0.3614457831325301,0.6997977380770993
2,64,Brock Purdy,SF,QB9,20.02075377201794,9,92.0,2.256982654366851,0.8274202183083532,0.3654618473895582,0.6924027723198152
127,65,Terry McLaurin,WAS,WR26,8.530408446891164,14,79.0,-0.9334521884128701,0.6934387948770637,0.3132530120481928,0.6887545300293841
